,0.1,0.9,0.5
2019-01-30 22:50:00,1451.2673339844,10986.15625,6684.0888671875
2019-01-30 22:55:00,627.2263183594,9642.7529296875,4459.8427734375
2019-01-30 23:00:00,-872.3818969727,7605.603515625,2232.4833984375
2019-01-30 23:05:00,-2819.8403320312,6628.5502929688,774.8794555664
2019-01-30 23:10:00,-4692.5830078125,3584.5642089844,229.2601318359
2019-01-30 23:15:00,-5818.6450195312,3927.935546875,-726.5192871094
2019-01-30 23:20:00,-6350.5766601562,1408.4760742188,-2139.0905761719
2019-01-30 23:25:00,-6169.716796875,609.1787109375,-2798.5305175781
2019-01-30 23:30:00,-8120.9741210938,783.4270019531,-3243.6455078125
2019-01-30 23:35:00,-8653.5234375,-1021.7568359375,-4920.486328125
2019-01-30 23:40:00,-9192.6982421875,-2071.953125,-5827.3276367188
2019-01-30 23:45:00,-10135.0244140625,-2474.421875,-6877.81640625
2019-01-30 23:50:00,-11879.65234375,-3792.705078125,-7360.919921875
2019-01-30 23:55:00,-12167.8720703125,-3173.9904785156,-7707.7075195312
2019-01-31 00:00:00,-15833.1064453125,-8321.8857421875,-11871.3193359375
2019-01-31 00:05:00,-15443.2138671875,-9087.0791015625,-12696.564453125
2019-01-31 00:10:00,-16854.12109375,-9648.8798828125,-12633.37109375
2019-01-31 00:15:00,-15484.095703125,-8092.4340820312,-12020.8779296875
2019-01-31 00:20:00,-14460.705078125,-8025.8774414062,-11637.47265625
2019-01-31 00:25:00,-14606.15625,-7213.0400390625,-10607.328125
2019-01-31 00:30:00,-13268.4970703125,-6357.13671875,-9975.66796875
2019-01-31 00:35:00,-13162.1435546875,-5913.7221679688,-9474.599609375
2019-01-31 00:40:00,-13168.390625,-6025.0366210938,-9408.591796875
2019-01-31 00:45:00,-12184.953125,-4503.01953125,-8364.068359375
2019-01-31 00:50:00,-12281.658203125,-4744.13671875,-8501.5869140625
2019-01-31 00:55:00,-11764.7412109375,-4439.7104492188,-8853.578125
2019-01-31 01:00:00,-12805.6064453125,-5751.900390625,-9345.83984375
2019-01-31 01:05:00,-13800.8291015625,-5481.744140625,-9410.4755859375
2019-01-31 01:10:00,-13248.326171875,-5995.0380859375,-9432.09375
2019-01-31 01:15:00,-12999.029296875,-4706.625,-9862.9833984375
2019-01-31 01:20:00,-13489.2578125,-5750.3349609375,-10096.470703125
2019-01-31 01:25:00,-13041.193359375,-7164.833984375,-10134.8115234375
2019-01-31 01:30:00,-13671.791015625,-5821.7158203125,-10056.2802734375
2019-01-31 01:35:00,-14298.2587890625,-6730.1220703125,-10542.07421875
2019-01-31 01:40:00,-15088.423828125,-6197.7294921875,-10754.861328125
2019-01-31 01:45:00,-14799.9365234375,-7199.150390625,-10689.4912109375
2019-01-31 01:50:00,-15321.634765625,-7075.4482421875,-11278.072265625
2019-01-31 01:55:00,-16006.2099609375,-8194.4892578125,-11735.029296875
2019-01-31 02:00:00,-15128.400390625,-7712.7182617188,-11747.3916015625
2019-01-31 02:05:00,-16418.572265625,-8981.16015625,-12411.255859375
2019-01-31 02:10:00,-16572.7421875,-8155.2314453125,-12478.6650390625
2019-01-31 02:15:00,-15570.814453125,-8976.056640625,-12467.3515625
2019-01-31 02:20:00,-15719.9287109375,-7906.6943359375,-12160.732421875
2019-01-31 02:25:00,-15833.2734375,-7930.6015625,-12631.82421875
2019-01-31 02:30:00,-16526.09765625,-7676.9291992188,-12393.2802734375
2019-01-31 02:35:00,-15770.4990234375,-7432.1181640625,-11574.2646484375
2019-01-31 02:40:00,-16317.373046875,-7685.5639648438,-11832.935546875
2019-01-31 02:45:00,-15608.87109375,-6903.09375,-11571.2138671875
2019-01-31 02:50:00,-16086.69921875,-7590.9057617188,-12000.251953125
2019-01-31 02:55:00,-15689.4658203125,-7316.6923828125,-11576.802734375
2019-01-31 03:00:00,-16593.650390625,-7716.4809570312,-12455.4677734375
2019-01-31 03:05:00,-15876.759765625,-7599.3002929688,-11002.1865234375
2019-01-31 03:10:00,-16103.2060546875,-6356.9306640625,-10338.451171875
2019-01-31 03:15:00,-14911.671875,-5813.3046875,-9800.8720703125
2019-01-31 03:20:00,-14256.7001953125,-4319.8286132812,-9212.1015625
2019-01-31 03:25:00,-12589.6201171875,-3387.8876953125,-7374.4091796875
2019-01-31 03:30:00,-12012.8349609375,-1910.6181640625,-7641.8149414062
2019-01-31 03:35:00,-11299.8818359375,-2225.3969726562,-7067.6435546875
2019-01-31 03:40:00,-10614.146484375,673.2193603516,-5531.7309570312
2019-01-31 03:45:00,-8934.3857421875,1488.9075927734,-4689.8393554688
2019-01-31 03:50:00,-8500.611328125,2545.0771484375,-3156.1213378906
2019-01-31 03:55:00,-6666.37109375,2195.1613769531,-2436.2954101562
2019-01-31 04:00:00,-6339.4208984375,4731.4682617188,-1912.1254882812
2019-01-31 04:05:00,-6319.9873046875,6348.3081054688,350.7312011719
2019-01-31 04:10:00,-2861.2287597656,9428.8359375,2150.4375
2019-01-31 04:15:00,-2809.1567382812,10402.814453125,3652.35546875
2019-01-31 04:20:00,-811.0922851562,12335.14453125,5283.00390625
2019-01-31 04:25:00,1228.7255859375,13610.35546875,8627.892578125
2019-01-31 04:30:00,2439.0634765625,17854.525390625,9419.3359375
2019-01-31 04:35:00,5613.4326171875,20617.09765625,13064.419921875
2019-01-31 04:40:00,5545.1586914062,23747.447265625,15159.7724609375
2019-01-31 04:45:00,11468.8212890625,25498.162109375,18220.267578125
2019-01-31 04:50:00,12608.2998046875,32186.28125,19752.376953125
2019-01-31 04:55:00,15960.9619140625,34211.73828125,23881.544921875
2019-01-31 05:00:00,17198.7265625,37772.0234375,28457.873046875
2019-01-31 05:05:00,22542.09765625,46079.70703125,33885.8984375
2019-01-31 05:10:00,25621.76171875,50137.2265625,38222.828125
2019-01-31 05:15:00,30940.181640625,57895.53125,42955.0859375
2019-01-31 05:20:00,35423.94921875,66148.234375,49502.64453125
2019-01-31 05:25:00,42292.33984375,74920.671875,55310.43359375
2019-01-31 05:30:00,47817.6953125,85276.8359375,63095.77734375
2019-01-31 05:35:00,52676.8828125,91984.3203125,70797.0078125
2019-01-31 05:40:00,61262.90625,103032.453125,78332.3984375
2019-01-31 05:45:00,69261.6015625,112251.1015625,87069.5
2019-01-31 05:50:00,77699.375,122238.6171875,97758.3203125
2019-01-31 05:55:00,83575.5390625,136524.53125,104984.921875
2019-01-31 06:00:00,96473.53125,147540.78125,117682.8671875
2019-01-31 06:05:00,105152.0703125,158677.625,126754.8984375
2019-01-31 06:10:00,116827.109375,174265.40625,140544.5
2019-01-31 06:15:00,126309.421875,186225.015625,149806.984375
2019-01-31 06:20:00,142302.421875,199679.5,164014.046875
2019-01-31 06:25:00,144998.640625,207540.234375,172938.84375
2019-01-31 06:30:00,160331.03125,214929.84375,183666.5625
2019-01-31 06:35:00,165351.421875,220493.78125,194460.21875
2019-01-31 06:40:00,176724.0,231046.421875,204943.8125
2019-01-31 06:45:00,179172.640625,242174.875,208530.6875
2019-01-31 06:50:00,185912.203125,240443.140625,216059.625
2019-01-31 06:55:00,193651.296875,251132.71875,218738.75
2019-01-31 07:00:00,190200.390625,249620.4375,220079.25
2019-01-31 07:05:00,197453.203125,250787.734375,220047.34375
2019-01-31 07:10:00,204637.96875,253079.90625,230434.125
2019-01-31 07:15:00,207570.75,255879.53125,231032.921875
2019-01-31 07:20:00,210200.3125,263759.8125,232937.65625
2019-01-31 07:25:00,215208.875,260989.5625,235192.796875
2019-01-31 07:30:00,216359.84375,259275.046875,237579.265625
2019-01-31 07:35:00,217617.171875,259779.90625,240048.734375
2019-01-31 07:40:00,220348.28125,257754.625,238230.8125
2019-01-31 07:45:00,216365.84375,256623.734375,238620.28125
2019-01-31 07:50:00,217826.21875,260936.71875,239416.453125
2019-01-31 07:55:00,223501.53125,256652.53125,236656.359375
2019-01-31 08:00:00,219110.5,252515.078125,234532.0625
2019-01-31 08:05:00,217065.40625,249153.0625,233224.078125
2019-01-31 08:10:00,212130.125,248502.5,230122.25
2019-01-31 08:15:00,212391.109375,243338.546875,227144.3125
2019-01-31 08:20:00,204614.578125,237569.6875,220063.953125
2019-01-31 08:25:00,202777.0,235146.453125,218655.296875
2019-01-31 08:30:00,199866.84375,227927.234375,210913.328125
2019-01-31 08:35:00,191057.25,219575.828125,205872.4375
2019-01-31 08:40:00,182905.921875,215484.109375,198385.25
2019-01-31 08:45:00,176930.125,210784.640625,192694.984375
2019-01-31 08:50:00,169759.8125,202524.65625,184958.96875
2019-01-31 08:55:00,162859.78125,195386.640625,176567.234375
2019-01-31 09:00:00,158248.578125,185309.5,172399.78125
2019-01-31 09:05:00,152390.0,181081.703125,165870.78125
2019-01-31 09:10:00,149766.296875,176768.734375,161534.25
2019-01-31 09:15:00,144808.796875,170450.765625,158172.484375
2019-01-31 09:20:00,140983.953125,168546.0,153004.703125
2019-01-31 09:25:00,139618.5,167760.859375,150871.390625
2019-01-31 09:30:00,137148.390625,164340.703125,149858.34375
2019-01-31 09:35:00,135612.578125,162245.90625,146931.640625
2019-01-31 09:40:00,133652.21875,159337.546875,146114.09375
2019-01-31 09:45:00,129442.296875,157050.421875,145368.296875
2019-01-31 09:50:00,129397.421875,155582.625,141252.140625
2019-01-31 09:55:00,124036.3125,152684.5625,138706.171875
2019-01-31 10:00:00,126423.2265625,150701.0625,136414.4375
2019-01-31 10:05:00,122796.0078125,144354.375,133242.046875
2019-01-31 10:10:00,121498.421875,145689.765625,133663.671875
2019-01-31 10:15:00,118431.515625,144191.3125,130774.0234375
2019-01-31 10:20:00,116279.3046875,139632.75,129259.3125
2019-01-31 10:25:00,115480.328125,140606.40625,128230.96875
2019-01-31 10:30:00,114224.0234375,139169.9375,126278.796875
2019-01-31 10:35:00,115865.21875,139136.6875,128339.203125
2019-01-31 10:40:00,117354.7109375,137650.46875,128805.9765625
2019-01-31 10:45:00,117149.375,140374.890625,129199.09375
2019-01-31 10:50:00,118320.796875,143178.734375,129504.4140625
2019-01-31 10:55:00,121212.0390625,144665.890625,131425.5
2019-01-31 11:00:00,118722.296875,143987.828125,132588.1875
2019-01-31 11:05:00,118621.65625,144851.140625,133884.046875
2019-01-31 11:10:00,119922.5546875,143563.65625,134417.953125
2019-01-31 11:15:00,120690.8984375,147570.828125,132341.375
2019-01-31 11:20:00,121206.15625,144252.171875,132716.546875
2019-01-31 11:25:00,117868.9140625,141939.171875,132823.609375
2019-01-31 11:30:00,122003.4921875,145064.234375,133587.796875
2019-01-31 11:35:00,120874.3046875,143552.671875,131770.296875
2019-01-31 11:40:00,118682.578125,141826.265625,130795.921875
2019-01-31 11:45:00,117687.4296875,142420.609375,130722.1484375
2019-01-31 11:50:00,119516.9140625,144035.796875,131251.75
2019-01-31 11:55:00,116950.9609375,144514.15625,130340.109375
2019-01-31 12:00:00,114674.84375,140542.734375,128311.1484375
2019-01-31 12:05:00,110509.1328125,138271.4375,126818.7578125
2019-01-31 12:10:00,112747.21875,135635.625,127065.8046875
2019-01-31 12:15:00,111432.2421875,137642.25,125282.671875
2019-01-31 12:20:00,112648.484375,136983.84375,124354.2421875
2019-01-31 12:25:00,111385.5078125,137751.203125,126007.78125
2019-01-31 12:30:00,109619.1171875,136375.5,124226.0390625
2019-01-31 12:35:00,109786.2578125,138559.4375,123283.7421875
2019-01-31 12:40:00,111272.015625,135917.28125,122864.40625
2019-01-31 12:45:00,111085.78125,138382.234375,121623.234375
2019-01-31 12:50:00,107149.5078125,135030.71875,121437.203125
2019-01-31 12:55:00,107445.203125,136454.359375,120584.6796875
2019-01-31 13:00:00,106193.90625,133679.6875,119323.0234375
2019-01-31 13:05:00,103328.7265625,133442.0625,117146.7421875
2019-01-31 13:10:00,103008.828125,129879.6328125,117303.0703125
2019-01-31 13:15:00,102337.1640625,130429.453125,115647.0703125
2019-01-31 13:20:00,98934.3515625,131965.046875,115082.3984375
2019-01-31 13:25:00,100169.4921875,127219.2265625,112922.296875
2019-01-31 13:30:00,99354.4140625,128152.7734375,112735.7578125
2019-01-31 13:35:00,97954.3203125,124215.3125,112664.2890625
2019-01-31 13:40:00,97329.90625,126012.4375,110894.2578125
2019-01-31 13:45:00,94903.1640625,125423.1875,111177.78125
2019-01-31 13:50:00,99326.421875,123146.109375,109854.7265625
2019-01-31 13:55:00,98598.59375,128092.546875,110423.6953125
2019-01-31 14:00:00,97665.421875,121674.6171875,108464.71875
2019-01-31 14:05:00,94162.9609375,122797.234375,106900.8828125
2019-01-31 14:10:00,95977.3671875,124781.9921875,108859.1875
2019-01-31 14:15:00,93691.3515625,122107.453125,107706.484375
2019-01-31 14:20:00,92038.3046875,123619.84375,107082.734375
2019-01-31 14:25:00,96166.875,123868.734375,108547.25
2019-01-31 14:30:00,93820.5703125,122974.71875,108309.703125
2019-01-31 14:35:00,94047.4765625,124461.6796875,107271.0234375
2019-01-31 14:40:00,94905.5078125,122363.3359375,107059.765625
2019-01-31 14:45:00,96366.375,123829.1953125,108368.921875
2019-01-31 14:50:00,95442.875,125659.25,108132.96875
2019-01-31 14:55:00,95331.453125,130078.890625,107936.671875
2019-01-31 15:00:00,95571.734375,122921.3359375,108985.40625
2019-01-31 15:05:00,94905.140625,129410.6640625,110635.3671875
2019-01-31 15:10:00,95778.640625,125657.3125,106266.2421875
2019-01-31 15:15:00,94807.09375,127415.765625,107643.2578125
2019-01-31 15:20:00,96450.7734375,125430.75,109699.9453125
2019-01-31 15:25:00,95844.484375,131626.625,109894.4375
2019-01-31 15:30:00,98541.625,132528.265625,109454.859375
2019-01-31 15:35:00,98941.546875,133889.140625,112810.8984375
2019-01-31 15:40:00,98995.5,132464.171875,112504.7109375
2019-01-31 15:45:00,99007.3984375,131043.984375,114849.40625
2019-01-31 15:50:00,101532.828125,134999.921875,113846.09375
2019-01-31 15:55:00,105031.953125,139540.640625,116082.7265625
2019-01-31 16:00:00,102065.3828125,133829.671875,117296.265625
2019-01-31 16:05:00,103350.8046875,139261.53125,118506.8203125
2019-01-31 16:10:00,103522.109375,138152.21875,119905.5703125
2019-01-31 16:15:00,105115.03125,142073.859375,120899.4140625
2019-01-31 16:20:00,105091.078125,144840.484375,122788.0546875
2019-01-31 16:25:00,106912.03125,142978.109375,122392.71875
2019-01-31 16:30:00,109517.234375,149510.265625,124105.1484375
2019-01-31 16:35:00,111998.921875,147054.015625,128413.875
2019-01-31 16:40:00,111355.703125,151260.609375,126927.1328125
2019-01-31 16:45:00,112300.6953125,153971.125,129294.4765625
2019-01-31 16:50:00,116664.984375,155545.453125,130881.1484375
2019-01-31 16:55:00,121198.6953125,154266.03125,134616.671875
2019-01-31 17:00:00,121047.09375,159592.328125,135689.984375
2019-01-31 17:05:00,121246.09375,158541.71875,138159.0625
2019-01-31 17:10:00,121298.78125,161114.40625,135292.21875
2019-01-31 17:15:00,123160.5078125,165352.28125,139764.78125
2019-01-31 17:20:00,125928.9609375,161785.40625,139074.703125
2019-01-31 17:25:00,125087.359375,162756.515625,141226.65625
2019-01-31 17:30:00,126520.078125,161097.609375,143988.90625
2019-01-31 17:35:00,130228.15625,164417.453125,143138.140625
2019-01-31 17:40:00,129115.5546875,165063.65625,145053.71875
2019-01-31 17:45:00,129170.28125,163107.625,144782.640625
2019-01-31 17:50:00,131181.6875,165250.03125,146034.0625
2019-01-31 17:55:00,127923.9921875,164651.5625,146476.59375
2019-01-31 18:00:00,128996.6171875,164251.6875,144447.046875
2019-01-31 18:05:00,128089.7890625,162114.875,143282.5625
2019-01-31 18:10:00,125658.1875,161488.71875,142312.53125
2019-01-31 18:15:00,124258.765625,157446.421875,141475.359375
2019-01-31 18:20:00,125987.390625,154815.140625,138396.5
2019-01-31 18:25:00,122492.9375,152744.34375,137020.0
2019-01-31 18:30:00,121100.9453125,151716.484375,133328.375
2019-01-31 18:35:00,121998.2265625,148740.859375,132068.0625
2019-01-31 18:40:00,119108.109375,143283.90625,131030.6875
2019-01-31 18:45:00,117092.75,139983.96875,125866.1328125
2019-01-31 18:50:00,111205.109375,138016.046875,124849.921875
2019-01-31 18:55:00,111604.484375,135526.78125,122519.078125
2019-01-31 19:00:00,106999.6328125,130438.078125,119211.484375
2019-01-31 19:05:00,106823.9296875,127115.4296875,116015.9296875
2019-01-31 19:10:00,102576.8046875,124447.21875,112870.3203125
2019-01-31 19:15:00,99461.421875,119668.5546875,110009.84375
2019-01-31 19:20:00,96187.8984375,116216.1171875,106933.5390625
2019-01-31 19:25:00,92114.3203125,110967.1015625,102927.859375
2019-01-31 19:30:00,90331.1171875,107767.21875,99993.3828125
2019-01-31 19:35:00,85996.9375,104104.8203125,96489.7109375
2019-01-31 19:40:00,82923.6796875,100793.375,92134.953125
2019-01-31 19:45:00,81246.0703125,98276.7578125,89112.4140625
2019-01-31 19:50:00,77013.828125,94746.8828125,85985.28125
2019-01-31 19:55:00,75185.234375,90162.609375,83456.765625
2019-01-31 20:00:00,70613.546875,87764.484375,79339.96875
2019-01-31 20:05:00,68926.6875,84501.6875,77433.8046875
2019-01-31 20:10:00,67157.4140625,81104.4140625,74100.6328125
2019-01-31 20:15:00,64235.1015625,78712.078125,72192.7578125
2019-01-31 20:20:00,62173.89453125,75765.2578125,68306.1953125
2019-01-31 20:25:00,59019.54296875,72253.6875,65927.5234375
2019-01-31 20:30:00,56463.62890625,70609.2109375,64177.8359375
2019-01-31 20:35:00,53925.87109375,67452.078125,61049.53515625
2019-01-31 20:40:00,52868.21875,63517.484375,57589.7109375
2019-01-31 20:45:00,50778.56640625,61536.81640625,55533.171875
2019-01-31 20:50:00,47073.796875,58985.41015625,54416.609375
2019-01-31 20:55:00,44831.78125,57407.84375,50842.859375
2019-01-31 21:00:00,43430.39453125,54024.0546875,49262.98046875
2019-01-31 21:05:00,40735.734375,52283.87890625,47393.5078125
2019-01-31 21:10:00,40024.5390625,50648.42578125,45129.984375
2019-01-31 21:15:00,38332.03125,49641.80859375,43930.40234375
2019-01-31 21:20:00,36646.578125,48520.875,41973.62109375
2019-01-31 21:25:00,34863.45703125,46275.43359375,40287.56640625
2019-01-31 21:30:00,33513.46875,43307.11328125,39174.19140625
2019-01-31 21:35:00,32337.9375,41091.72265625,37378.99609375
2019-01-31 21:40:00,29137.7890625,40600.09375,34422.94140625
2019-01-31 21:45:00,27665.78125,37749.99609375,32500.923828125
2019-01-31 21:50:00,26834.193359375,34732.421875,31078.326171875
2019-01-31 21:55:00,23863.3828125,34112.6796875,28934.734375
2019-01-31 22:00:00,21786.546875,33280.265625,27131.73046875
2019-01-31 22:05:00,20170.330078125,30263.533203125,25611.845703125
2019-01-31 22:10:00,19108.728515625,28349.75390625,24076.373046875
2019-01-31 22:15:00,17588.548828125,27498.19921875,22356.41796875
2019-01-31 22:20:00,15823.75,25461.048828125,20816.548828125
2019-01-31 22:25:00,12791.2216796875,24046.384765625,18804.09375
2019-01-31 22:30:00,12040.103515625,21155.6796875,16821.638671875
2019-01-31 22:35:00,10627.5322265625,19260.8125,15003.72265625
2019-01-31 22:40:00,7348.6083984375,16079.982421875,12407.876953125
2019-01-31 22:45:00,6231.3759765625,15123.3876953125,10765.3701171875
2019-01-31 22:50:00,4950.6430664062,11765.13671875,8403.623046875
2019-01-31 22:55:00,1521.0778808594,10514.560546875,6338.4155273438
2019-01-31 23:00:00,1380.2546386719,9655.7060546875,5617.7880859375
2019-01-31 23:05:00,-1573.2390136719,7321.7021484375,3591.6708984375
2019-01-31 23:10:00,-2117.9653320312,5980.7724609375,2064.5576171875
2019-01-31 23:15:00,-2477.7192382812,6422.2143554688,1154.9114990234
2019-01-31 23:20:00,-3160.0170898438,4241.3041992188,605.3150634766
2019-01-31 23:25:00,-4159.3046875,1951.0521240234,-1135.1069335938
2019-01-31 23:30:00,-5818.9721679688,2311.9797363281,-1677.0993652344
2019-01-31 23:35:00,-7199.728515625,677.5830078125,-3448.3723144531
2019-01-31 23:40:00,-6856.2265625,139.4772949219,-3912.7917480469
2019-01-31 23:45:00,-8653.603515625,-2102.17578125,-5346.2075195312
2019-01-31 23:50:00,-9074.3291015625,-2233.1018066406,-6125.5854492188
2019-01-31 23:55:00,-10695.890625,-2593.9602050781,-6448.4204101562
2019-02-01 00:00:00,-15876.7646484375,-8173.1494140625,-12080.828125
2019-02-01 00:05:00,-16243.7587890625,-9780.017578125,-13150.6767578125
2019-02-01 00:10:00,-16185.3125,-9075.435546875,-12232.8525390625
2019-02-01 00:15:00,-14627.4765625,-7147.9716796875,-11155.51953125
2019-02-01 00:20:00,-13727.798828125,-5955.6640625,-9774.7060546875
2019-02-01 00:25:00,-12834.185546875,-5289.787109375,-8971.171875
2019-02-01 00:30:00,-12032.8662109375,-5063.2231445312,-8201.2724609375
2019-02-01 00:35:00,-11008.419921875,-3569.5908203125,-7247.6025390625
2019-02-01 00:40:00,-10355.25390625,-2227.830078125,-6628.7739257812
2019-02-01 00:45:00,-9624.328125,-2335.3327636719,-6235.4443359375
2019-02-01 00:50:00,-9738.2021484375,-1815.2314453125,-6036.30859375
2019-02-01 00:55:00,-9091.9697265625,-1838.6958007812,-5443.1796875
2019-02-01 01:00:00,-10260.6103515625,-2607.6452636719,-6271.3237304688
2019-02-01 01:05:00,-11406.0146484375,-2793.1779785156,-7130.462890625
2019-02-01 01:10:00,-10973.1259765625,-3430.9343261719,-7301.1772460938
2019-02-01 01:15:00,-12018.9921875,-2696.3208007812,-6722.8588867188
2019-02-01 01:20:00,-12191.36328125,-3527.1381835938,-8263.6328125
2019-02-01 01:25:00,-11967.7265625,-4412.619140625,-8554.431640625
2019-02-01 01:30:00,-12407.10546875,-4658.3857421875,-8536.3486328125
2019-02-01 01:35:00,-12691.759765625,-5032.5869140625,-9293.0654296875
2019-02-01 01:40:00,-13669.7109375,-5346.3125,-9278.7392578125
2019-02-01 01:45:00,-14405.40234375,-5466.5849609375,-9502.7099609375
2019-02-01 01:50:00,-15532.314453125,-6704.3041992188,-11199.7333984375
2019-02-01 01:55:00,-15244.078125,-7039.2451171875,-10872.5009765625
2019-02-01 02:00:00,-16161.029296875,-8226.0,-11923.6044921875
2019-02-01 02:05:00,-17437.912109375,-9319.1533203125,-14139.4208984375
2019-02-01 02:10:00,-17504.1796875,-7309.37109375,-13661.3720703125
2019-02-01 02:15:00,-17586.375,-9960.1591796875,-14117.8876953125
2019-02-01 02:20:00,-17816.068359375,-9133.45703125,-13980.6376953125
2019-02-01 02:25:00,-18389.244140625,-10312.7060546875,-14497.41796875
2019-02-01 02:30:00,-19170.388671875,-9960.353515625,-14255.455078125
2019-02-01 02:35:00,-19022.431640625,-9179.9609375,-14573.5751953125
2019-02-01 02:40:00,-18939.94921875,-9571.126953125,-14249.0478515625
2019-02-01 02:45:00,-18961.9375,-8725.9169921875,-14580.001953125
2019-02-01 02:50:00,-19153.21484375,-10292.125,-14374.681640625
2019-02-01 02:55:00,-17924.431640625,-9629.751953125,-14804.59765625
2019-02-01 03:00:00,-18150.212890625,-8584.1875,-14628.4736328125
2019-02-01 03:05:00,-19678.7109375,-8522.919921875,-14250.2548828125
2019-02-01 03:10:00,-19096.34765625,-7706.5458984375,-13096.6640625
2019-02-01 03:15:00,-17922.66015625,-6533.6572265625,-11598.6181640625
2019-02-01 03:20:00,-16721.333984375,-4082.9113769531,-11134.564453125
2019-02-01 03:25:00,-14493.201171875,-2862.1892089844,-9588.923828125
2019-02-01 03:30:00,-14222.994140625,-2201.6103515625,-6924.7763671875
2019-02-01 03:35:00,-12431.0234375,2483.4050292969,-6626.4946289062
2019-02-01 03:40:00,-11377.2978515625,2536.5629882812,-4527.0864257812
2019-02-01 03:45:00,-8352.6279296875,5687.66796875,-3006.0739746094
2019-02-01 03:50:00,-7723.2236328125,7883.07421875,198.1740722656
2019-02-01 03:55:00,-5343.9716796875,12755.328125,2894.0041503906
2019-02-01 04:00:00,-3493.6948242188,16234.7529296875,5617.9013671875
2019-02-01 04:05:00,-2325.8708496094,17302.359375,6499.3911132812
2019-02-01 04:10:00,3209.6518554688,23183.8203125,11361.7109375
2019-02-01 04:15:00,4612.9970703125,27291.904296875,14203.13671875
2019-02-01 04:20:00,8750.12890625,33119.97265625,19842.6875
2019-02-01 04:25:00,14151.3212890625,37764.25,24029.419921875
2019-02-01 04:30:00,15695.05859375,43902.27734375,28897.306640625
2019-02-01 04:35:00,22833.35546875,51404.44140625,34473.65625
2019-02-01 04:40:00,26955.212890625,57496.46875,39834.40625
2019-02-01 04:45:00,32928.23046875,68504.734375,48296.546875
2019-02-01 04:50:00,37109.12890625,77410.4375,54233.296875
2019-02-01 04:55:00,43231.4375,89641.3359375,62986.328125
2019-02-01 05:00:00,53140.953125,102111.5859375,73236.5625
2019-02-01 05:05:00,62567.69140625,110382.953125,83232.8359375
2019-02-01 05:10:00,72459.671875,125727.203125,96822.53125
2019-02-01 05:15:00,84509.890625,138541.875,108231.9921875
2019-02-01 05:20:00,95829.8046875,153465.296875,121364.6328125
2019-02-01 05:25:00,104944.015625,166580.46875,134450.9375
2019-02-01 05:30:00,119518.2578125,188052.484375,151399.859375
2019-02-01 05:35:00,129429.296875,200640.875,163694.96875
2019-02-01 05:40:00,145853.109375,221199.453125,180737.546875
2019-02-01 05:45:00,158862.796875,237026.328125,198341.84375
2019-02-01 05:50:00,174944.0,248647.65625,214783.234375
2019-02-01 05:55:00,192092.4375,260146.890625,232333.125
2019-02-01 06:00:00,203540.421875,272841.4375,242827.796875
2019-02-01 06:05:00,216348.953125,288122.28125,247553.84375
2019-02-01 06:10:00,225453.28125,302514.21875,263160.28125
2019-02-01 06:15:00,239775.59375,307770.8125,269251.84375
2019-02-01 06:20:00,244163.40625,320061.0625,285124.5
2019-02-01 06:25:00,251422.3125,318098.1875,287312.96875
2019-02-01 06:30:00,262297.25,339420.625,295480.5
2019-02-01 06:35:00,268670.375,349884.9375,306850.9375
2019-02-01 06:40:00,270330.09375,359051.34375,314518.875
2019-02-01 06:45:00,266356.5625,364987.84375,312534.65625
2019-02-01 06:50:00,275027.625,363212.1875,319082.59375
2019-02-01 06:55:00,288862.1875,385580.375,322902.6875
2019-02-01 07:00:00,287341.78125,369262.375,321659.28125
2019-02-01 07:05:00,291641.71875,379259.09375,331921.5
2019-02-01 07:10:00,281088.96875,391600.375,330153.5
2019-02-01 07:15:00,275229.4375,390140.0625,334881.46875
2019-02-01 07:20:00,287189.75,380084.21875,331638.90625
2019-02-01 07:25:00,292041.5,375491.96875,332486.1875
2019-02-01 07:30:00,302542.125,384591.90625,334899.375
2019-02-01 07:35:00,291269.625,378303.4375,331805.5
2019-02-01 07:40:00,286097.28125,386459.1875,335211.84375
2019-02-01 07:45:00,292091.40625,380825.59375,337237.59375
2019-02-01 07:50:00,285653.21875,382815.875,328607.46875
2019-02-01 07:55:00,286938.875,366291.46875,324118.46875
2019-02-01 08:00:00,283210.28125,363041.0,319842.71875
2019-02-01 08:05:00,277428.6875,358634.3125,313016.40625
2019-02-01 08:10:00,275413.84375,360772.78125,312712.15625
2019-02-01 08:15:00,261439.046875,361574.0,315297.9375
2019-02-01 08:20:00,260879.84375,344624.5,303948.65625
2019-02-01 08:25:00,267266.21875,349685.5,296843.09375
2019-02-01 08:30:00,257316.25,333567.0625,298401.625
2019-02-01 08:35:00,242750.203125,328979.21875,292268.03125
2019-02-01 08:40:00,240457.734375,327365.78125,290616.78125
2019-02-01 08:45:00,242246.59375,329849.34375,285690.46875
2019-02-01 08:50:00,217159.953125,321701.625,280470.59375
2019-02-01 08:55:00,218894.078125,320391.9375,273939.65625
2019-02-01 09:00:00,214349.28125,302228.8125,263011.125
2019-02-01 09:05:00,196463.578125,295961.125,260359.46875
2019-02-01 09:10:00,192690.640625,293115.96875,253843.125
2019-02-01 09:15:00,188657.78125,283631.0625,245236.625
2019-02-01 09:20:00,172304.203125,291521.96875,234510.9375
