id;value
2019-01-02_22-20;46447
2019-01-02_22-21;46023
2019-01-02_22-22;42938
2019-01-02_22-23;46104
2019-01-02_22-24;45733
2019-01-02_22-25;44493
2019-01-02_22-26;43702
2019-01-02_22-27;43977
2019-01-02_22-28;45750
2019-01-02_22-29;41099
2019-01-02_22-30;43426
2019-01-02_22-31;43916
2019-01-02_22-32;43095
2019-01-02_22-33;41879
2019-01-02_22-34;43447
2019-01-02_22-35;41921
2019-01-02_22-36;41078
2019-01-02_22-37;36022
2019-01-02_22-38;35840
2019-01-02_22-39;43049
2019-01-02_22-40;40145
2019-01-02_22-41;42870
2019-01-02_22-42;41362
2019-01-02_22-43;41978
2019-01-02_22-44;41312
2019-01-02_22-45;40726
2019-01-02_22-46;41663
2019-01-02_22-47;40130
2019-01-02_22-48;41957
2019-01-02_22-49;43401
2019-01-02_22-50;40193
2019-01-02_22-51;41423
2019-01-02_22-52;41812
2019-01-02_22-53;39958
2019-01-02_22-54;39766
2019-01-02_22-55;41290
2019-01-02_22-56;38655
2019-01-02_22-57;41290
2019-01-02_22-58;40753
2019-01-02_22-59;40692
2019-01-02_23-00;39616
2019-01-02_23-01;40797
2019-01-02_23-02;39257
2019-01-02_23-03;39231
2019-01-02_23-04;41072
2019-01-02_23-05;37654
2019-01-02_23-06;40897
2019-01-02_23-07;39819
2019-01-02_23-08;39746
2019-01-02_23-09;38633
2019-01-02_23-10;41661
2019-01-02_23-11;37586
2019-01-02_23-12;40070
2019-01-02_23-13;38133
2019-01-02_23-14;39068
2019-01-02_23-15;40724
2019-01-02_23-16;38995
2019-01-02_23-17;37805
2019-01-02_23-18;38293
2019-01-02_23-19;40202
2019-01-02_23-20;36239
2019-01-02_23-21;38901
2019-01-02_23-22;37571
2019-01-02_23-23;37696
2019-01-02_23-24;37630
2019-01-02_23-25;39184
2019-01-02_23-26;37829
2019-01-02_23-27;36237
2019-01-02_23-28;38290
2019-01-02_23-29;27169
2019-01-02_23-30;24158
2019-01-02_23-31;27024
2019-01-02_23-32;25154
2019-01-02_23-33;26138
2019-01-02_23-34;37391
2019-01-02_23-35;33967
2019-01-02_23-36;35070
2019-01-02_23-37;32900
2019-01-02_23-38;27440
2019-01-02_23-39;34476
2019-01-02_23-40;37977
2019-01-02_23-41;33402
2019-01-02_23-42;36329
2019-01-02_23-43;34892
2019-01-02_23-44;34888
2019-01-02_23-45;35002
2019-01-02_23-46;36644
2019-01-02_23-47;33071
2019-01-02_23-48;36156
2019-01-02_23-49;25574
2019-01-02_23-50;23587
2019-01-02_23-51;22963
2019-01-02_23-52;25526
2019-01-02_23-53;22930
2019-01-02_23-54;34774
2019-01-02_23-55;34190
2019-01-02_23-56;33437
2019-01-02_23-57;33211
2019-01-02_23-58;35036
2019-01-02_23-59;24037
2019-01-03_00-00;23517
2019-01-03_00-01;24545
2019-01-03_00-02;22449
2019-01-03_00-03;23264
2019-01-03_00-04;33151
2019-01-03_00-05;32599
2019-01-03_00-06;33418
2019-01-03_00-07;33621
2019-01-03_00-08;31628
2019-01-03_00-09;25723
2019-01-03_00-10;22629
2019-01-03_00-11;22312
2019-01-03_00-12;21791
2019-01-03_00-13;23958
2019-01-03_00-14;21692
2019-01-03_00-15;22197
2019-01-03_00-16;12794
2019-01-03_00-17;14467
2019-01-03_00-18;17527
2019-01-03_00-19;26027
2019-01-03_00-20;30206
2019-01-03_00-21;32966
2019-01-03_00-22;31076
2019-01-03_00-23;30535
2019-01-03_00-24;33411
2019-01-03_00-25;31343
2019-01-03_00-26;31048
2019-01-03_00-27;33037
2019-01-03_00-28;30854
2019-01-03_00-29;24574
2019-01-03_00-30;19731
2019-01-03_00-31;30638
2019-01-03_00-32;30646
2019-01-03_00-33;31575
2019-01-03_00-34;31067
2019-01-03_00-35;30115
2019-01-03_00-36;31299
2019-01-03_00-37;31004
2019-01-03_00-38;30563
2019-01-03_00-39;31669
2019-01-03_00-40;29839
2019-01-03_00-41;31911
2019-01-03_00-42;32036
2019-01-03_00-43;30477
2019-01-03_00-44;30185
2019-01-03_00-45;32737
2019-01-03_00-46;28503
2019-01-03_00-47;28928
2019-01-03_00-48;26139
2019-01-03_00-49;23273
2019-01-03_00-50;19870
2019-01-03_00-51;31641
2019-01-03_00-52;28692
2019-01-03_00-53;32152
2019-01-03_00-54;30631
2019-01-03_00-55;29318
2019-01-03_00-56;31570
2019-01-03_00-57;30456
2019-01-03_00-58;30127
2019-01-03_00-59;28807
2019-01-03_01-00;31742
2019-01-03_01-01;29517
2019-01-03_01-02;29682
2019-01-03_01-03;30185
2019-01-03_01-04;30315
2019-01-03_01-05;29039
2019-01-03_01-06;29355
2019-01-03_01-07;28794
2019-01-03_01-08;30327
2019-01-03_01-09;29547
2019-01-03_01-10;28366
2019-01-03_01-11;31489
2019-01-03_01-12;28485
2019-01-03_01-13;28118
2019-01-03_01-14;29416
2019-01-03_01-15;30377
2019-01-03_01-16;27548
2019-01-03_01-17;29896
2019-01-03_01-18;28214
2019-01-03_01-19;23365
2019-01-03_01-20;19780
2019-01-03_01-21;19849
2019-01-03_01-22;18770
2019-01-03_01-23;21117
2019-01-03_01-24;27399
2019-01-03_01-25;28867
2019-01-03_01-26;29442
2019-01-03_01-27;28638
2019-01-03_01-28;27761
2019-01-03_01-29;29669
2019-01-03_01-30;28280
2019-01-03_01-31;27912
2019-01-03_01-32;28600
2019-01-03_01-33;28311
2019-01-03_01-34;26777
2019-01-03_01-35;29273
2019-01-03_01-36;26346
2019-01-03_01-37;25112
2019-01-03_01-38;24068
2019-01-03_01-39;21100
2019-01-03_01-40;17593
2019-01-03_01-41;26635
2019-01-03_01-42;28036
2019-01-03_01-43;27020
2019-01-03_01-44;28912
2019-01-03_01-45;27180
2019-01-03_01-46;26769
2019-01-03_01-47;28763
2019-01-03_01-48;26468
2019-01-03_01-49;28192
2019-01-03_01-50;27774
2019-01-03_01-51;26172
2019-01-03_01-52;28542
2019-01-03_01-53;27828
2019-01-03_01-54;28161
2019-01-03_01-55;26609
2019-01-03_01-56;28360
2019-01-03_01-57;26474
2019-01-03_01-58;27462
2019-01-03_01-59;20808
2019-01-03_02-00;20397
2019-01-03_02-01;17239
2019-01-03_02-02;19879
2019-01-03_02-03;18913
2019-01-03_02-04;26128
2019-01-03_02-05;27221
2019-01-03_02-06;25594
2019-01-03_02-07;26921
2019-01-03_02-08;28077
2019-01-03_02-09;26164
2019-01-03_02-10;26772
2019-01-03_02-11;27168
2019-01-03_02-12;25773
2019-01-03_02-13;26356
2019-01-03_02-14;27638
2019-01-03_02-15;25602
2019-01-03_02-16;27627
2019-01-03_02-17;26272
2019-01-03_02-18;26239
2019-01-03_02-19;26779
2019-01-03_02-20;25923
2019-01-03_02-21;25980
2019-01-03_02-22;26703
2019-01-03_02-23;26663
2019-01-03_02-24;18174
2019-01-03_02-25;17743
2019-01-03_02-26;11304
2019-01-03_02-27;11517
2019-01-03_02-28;12832
2019-01-03_02-29;21757
2019-01-03_02-30;25607
2019-01-03_02-31;27471
2019-01-03_02-32;27003
2019-01-03_02-33;25125
2019-01-03_02-34;27877
2019-01-03_02-35;25117
2019-01-03_02-36;25242
2019-01-03_02-37;27199
2019-01-03_02-38;25644
2019-01-03_02-39;25867
2019-01-03_02-40;25963
2019-01-03_02-41;26268
2019-01-03_02-42;24437
2019-01-03_02-43;27337
2019-01-03_02-44;17493
2019-01-03_02-45;18125
2019-01-03_02-46;11484
2019-01-03_02-47;11055
2019-01-03_02-48;12562
2019-01-03_02-49;21780
2019-01-03_02-50;26170
2019-01-03_02-51;26463
2019-01-03_02-52;26105
2019-01-03_02-53;26075
2019-01-03_02-54;26186
2019-01-03_02-55;26727
2019-01-03_02-56;24971
2019-01-03_02-57;26906
2019-01-03_02-58;26824
2019-01-03_02-59;26604
2019-01-03_03-00;27116
2019-01-03_03-01;25624
2019-01-03_03-02;25605
2019-01-03_03-03;27006
2019-01-03_03-04;27401
2019-01-03_03-05;24253
2019-01-03_03-06;28973
2019-01-03_03-07;25249
2019-01-03_03-08;25842
2019-01-03_03-09;27640
2019-01-03_03-10;26726
2019-01-03_03-11;26165
2019-01-03_03-12;28339
2019-01-03_03-13;28078
2019-01-03_03-14;25384
2019-01-03_03-15;27886
2019-01-03_03-16;24752
2019-01-03_03-17;26251
2019-01-03_03-18;23452
2019-01-03_03-19;20503
2019-01-03_03-20;20905
2019-01-03_03-21;20349
2019-01-03_03-22;18247
2019-01-03_03-23;20421
2019-01-03_03-24;26794
2019-01-03_03-25;27039
2019-01-03_03-26;27492
2019-01-03_03-27;27380
2019-01-03_03-28;26986
2019-01-03_03-29;26918
2019-01-03_03-30;28325
2019-01-03_03-31;27338
2019-01-03_03-32;28489
2019-01-03_03-33;27682
2019-01-03_03-34;26961
2019-01-03_03-35;29048
2019-01-03_03-36;26817
2019-01-03_03-37;26783
2019-01-03_03-38;28534
2019-01-03_03-39;27402
2019-01-03_03-40;27306
2019-01-03_03-41;29151
2019-01-03_03-42;27618
2019-01-03_03-43;27962
2019-01-03_03-44;27938
2019-01-03_03-45;30141
2019-01-03_03-46;27955
2019-01-03_03-47;29356
2019-01-03_03-48;27926
2019-01-03_03-49;27265
2019-01-03_03-50;30230
2019-01-03_03-51;29707
2019-01-03_03-52;27925
2019-01-03_03-53;28713
2019-01-03_03-54;32206
2019-01-03_03-55;28366
2019-01-03_03-56;29731
2019-01-03_03-57;29063
2019-01-03_03-58;30185
2019-01-03_03-59;28919
2019-01-03_04-00;30487
2019-01-03_04-01;28601
2019-01-03_04-02;33417
2019-01-03_04-03;29453
2019-01-03_04-04;29000
2019-01-03_04-05;32665
2019-01-03_04-06;31595
2019-01-03_04-07;30348
2019-01-03_04-08;31697
2019-01-03_04-09;31424
2019-01-03_04-10;31382
2019-01-03_04-11;30997
2019-01-03_04-12;32670
2019-01-03_04-13;32059
2019-01-03_04-14;31577
2019-01-03_04-15;33601
2019-01-03_04-16;33877
2019-01-03_04-17;33477
2019-01-03_04-18;33098
2019-01-03_04-19;33774
2019-01-03_04-20;33285
2019-01-03_04-21;34339
2019-01-03_04-22;34178
2019-01-03_04-23;34459
2019-01-03_04-24;35276
2019-01-03_04-25;34639
2019-01-03_04-26;35638
2019-01-03_04-27;34230
2019-01-03_04-28;30434
2019-01-03_04-29;37039
2019-01-03_04-30;35182
2019-01-03_04-31;36103
2019-01-03_04-32;37854
2019-01-03_04-33;39207
2019-01-03_04-34;36147
2019-01-03_04-35;38701
2019-01-03_04-36;40193
2019-01-03_04-37;33191
2019-01-03_04-38;34396
2019-01-03_04-39;40795
2019-01-03_04-40;39655
2019-01-03_04-41;40497
2019-01-03_04-42;40798
2019-01-03_04-43;39485
2019-01-03_04-44;42173
2019-01-03_04-45;39627
2019-01-03_04-46;40330
2019-01-03_04-47;38144
2019-01-03_04-48;36312
2019-01-03_04-49;40393
2019-01-03_04-50;43119
2019-01-03_04-51;43456
2019-01-03_04-52;39282
2019-01-03_04-53;42490
2019-01-03_04-54;44909
2019-01-03_04-55;40306
2019-01-03_04-56;42785
2019-01-03_04-57;43851
2019-01-03_04-58;42453
2019-01-03_04-59;43656
2019-01-03_05-00;44559
2019-01-03_05-01;43719
2019-01-03_05-02;47073
2019-01-03_05-03;45221
2019-01-03_05-04;44243
2019-01-03_05-05;48687
2019-01-03_05-06;46309
2019-01-03_05-07;48871
2019-01-03_05-08;47893
2019-01-03_05-09;50253
2019-01-03_05-10;48837
2019-01-03_05-11;52119
2019-01-03_05-12;49560
2019-01-03_05-13;52059
2019-01-03_05-14;53868
2019-01-03_05-15;51147
2019-01-03_05-16;51593
2019-01-03_05-17;54029
2019-01-03_05-18;52824
2019-01-03_05-19;57118
2019-01-03_05-20;54801
2019-01-03_05-21;58413
2019-01-03_05-22;57727
2019-01-03_05-23;56029
2019-01-03_05-24;58582
2019-01-03_05-25;61408
2019-01-03_05-26;58619
2019-01-03_05-27;58460
2019-01-03_05-28;63700
2019-01-03_05-29;63409
2019-01-03_05-30;60772
2019-01-03_05-31;62132
2019-01-03_05-32;70797
2019-01-03_05-33;62559
2019-01-03_05-34;67273
2019-01-03_05-35;69521
2019-01-03_05-36;69954
2019-01-03_05-37;67160
2019-01-03_05-38;70603
2019-01-03_05-39;72007
2019-01-03_05-40;75596
2019-01-03_05-41;70402
2019-01-03_05-42;73217
2019-01-03_05-43;78220
2019-01-03_05-44;74860
2019-01-03_05-45;73666
2019-01-03_05-46;82976
2019-01-03_05-47;77874
2019-01-03_05-48;77223
2019-01-03_05-49;83914
2019-01-03_05-50;80364
2019-01-03_05-51;79860
2019-01-03_05-52;83178
2019-01-03_05-53;82443
2019-01-03_05-54;82386
2019-01-03_05-55;87302
2019-01-03_05-56;84471
2019-01-03_05-57;83041
2019-01-03_05-58;85166
2019-01-03_05-59;91310
2019-01-03_06-00;89820
2019-01-03_06-01;84798
2019-01-03_06-02;91889
2019-01-03_06-03;89768
2019-01-03_06-04;92520
2019-01-03_06-05;92421
2019-01-03_06-06;91873
2019-01-03_06-07;98623
2019-01-03_06-08;96569
2019-01-03_06-09;95124
2019-01-03_06-10;100950
2019-01-03_06-11;106816
2019-01-03_06-12;97860
2019-01-03_06-13;104533
2019-01-03_06-14;104276
2019-01-03_06-15;105742
2019-01-03_06-16;108282
2019-01-03_06-17;106757
2019-01-03_06-18;113608
2019-01-03_06-19;108601
2019-01-03_06-20;117991
2019-01-03_06-21;106883
2019-01-03_06-22;110502
2019-01-03_06-23;114145
2019-01-03_06-24;118323
2019-01-03_06-25;112571
2019-01-03_06-26;118424
2019-01-03_06-27;118321
2019-01-03_06-28;119023
2019-01-03_06-29;121015
2019-01-03_06-30;123276
2019-01-03_06-31;125828
2019-01-03_06-32;118581
2019-01-03_06-33;125451
2019-01-03_06-34;127641
2019-01-03_06-35;122666
2019-01-03_06-36;129848
2019-01-03_06-37;132162
2019-01-03_06-38;127632
2019-01-03_06-39;128843
2019-01-03_06-40;134424
2019-01-03_06-41;136766
2019-01-03_06-42;132207
2019-01-03_06-43;134260
2019-01-03_06-44;137065
2019-01-03_06-45;142701
2019-01-03_06-46;148275
2019-01-03_06-47;150099
2019-01-03_06-48;157060
2019-01-03_06-49;147446
2019-01-03_06-50;157728
2019-01-03_06-51;153779
2019-01-03_06-52;151272
2019-01-03_06-53;156870
2019-01-03_06-54;155706
2019-01-03_06-55;151844
2019-01-03_06-56;158613
2019-01-03_06-57;158383
2019-01-03_06-58;149711
2019-01-03_06-59;161818
2019-01-03_07-00;155457
2019-01-03_07-01;149727
2019-01-03_07-02;163307
2019-01-03_07-03;151026
2019-01-03_07-04;153450
2019-01-03_07-05;160938
2019-01-03_07-06;160036
2019-01-03_07-07;153633
2019-01-03_07-08;165364
2019-01-03_07-09;160938
2019-01-03_07-10;158649
2019-01-03_07-11;169645
2019-01-03_07-12;166709
2019-01-03_07-13;166376
2019-01-03_07-14;163357
2019-01-03_07-15;166041
2019-01-03_07-16;169404
2019-01-03_07-17;161830
2019-01-03_07-18;166037
2019-01-03_07-19;166397
2019-01-03_07-20;165641
2019-01-03_07-21;172141
2019-01-03_07-22;166589
2019-01-03_07-23;171559
2019-01-03_07-24;169496
2019-01-03_07-25;166455
2019-01-03_07-26;175274
2019-01-03_07-27;167457
2019-01-03_07-28;171328
2019-01-03_07-29;170114
2019-01-03_07-30;170934
2019-01-03_07-31;175735
2019-01-03_07-32;173213
2019-01-03_07-33;170163
2019-01-03_07-34;173975
2019-01-03_07-35;176801
2019-01-03_07-36;173005
2019-01-03_07-37;175308
2019-01-03_07-38;175172
2019-01-03_07-39;178538
2019-01-03_07-40;175410
2019-01-03_07-41;177669
2019-01-03_07-42;179690
2019-01-03_07-43;178851
2019-01-03_07-44;182262
2019-01-03_07-45;179787
2019-01-03_07-46;177552
2019-01-03_07-47;180576
2019-01-03_07-48;178005
2019-01-03_07-49;184727
2019-01-03_07-50;178575
2019-01-03_07-51;175209
2019-01-03_07-52;182240
2019-01-03_07-53;178519
2019-01-03_07-54;175627
2019-01-03_07-55;176677
2019-01-03_07-56;179387
2019-01-03_07-57;177107
2019-01-03_07-58;170275
2019-01-03_07-59;175451
2019-01-03_08-00;176483
2019-01-03_08-01;174747
2019-01-03_08-02;174165
2019-01-03_08-03;172480
2019-01-03_08-04;177308
2019-01-03_08-05;173906
2019-01-03_08-06;168974
2019-01-03_08-07;175714
2019-01-03_08-08;175059
2019-01-03_08-09;174217
2019-01-03_08-10;171806
2019-01-03_08-11;172940
2019-01-03_08-12;173014
2019-01-03_08-13;179675
2019-01-03_08-14;170143
2019-01-03_08-15;172904
2019-01-03_08-16;178486
2019-01-03_08-17;170521
2019-01-03_08-18;184987
2019-01-03_08-19;174160
2019-01-03_08-20;171630
2019-01-03_08-21;174903
2019-01-03_08-22;175393
2019-01-03_08-23;171045
2019-01-03_08-24;173976
2019-01-03_08-25;178214
2019-01-03_08-26;169110
2019-01-03_08-27;174470
2019-01-03_08-28;172294
2019-01-03_08-29;170118
2019-01-03_08-30;177845
2019-01-03_08-31;166846
2019-01-03_08-32;174585
2019-01-03_08-33;174432
2019-01-03_08-34;171063
2019-01-03_08-35;176218
2019-01-03_08-36;173742
2019-01-03_08-37;170564
2019-01-03_08-38;172140
2019-01-03_08-39;171649
2019-01-03_08-40;175423
2019-01-03_08-41;169229
2019-01-03_08-42;178312
2019-01-03_08-43;173378
2019-01-03_08-44;173297
2019-01-03_08-45;175231
2019-01-03_08-46;174660
2019-01-03_08-47;170599
2019-01-03_08-48;177205
2019-01-03_08-49;172374
2019-01-03_08-50;172407
2019-01-03_08-51;177788
2019-01-03_08-52;169627
2019-01-03_08-53;177080
2019-01-03_08-54;175854
2019-01-03_08-55;171315
2019-01-03_08-56;171029
2019-01-03_08-57;167413
2019-01-03_08-58;170671
2019-01-03_08-59;168870
2019-01-03_09-00;162420
2019-01-03_09-01;166573
2019-01-03_09-02;169886
2019-01-03_09-03;161431
2019-01-03_09-04;165191
2019-01-03_09-05;167077
2019-01-03_09-06;163040
2019-01-03_09-07;167435
2019-01-03_09-08;164535
2019-01-03_09-09;159865
2019-01-03_09-10;167411
2019-01-03_09-11;170480
2019-01-03_09-12;160378
2019-01-03_09-13;163314
2019-01-03_09-14;165642
2019-01-03_09-15;166376
2019-01-03_09-16;163741
2019-01-03_09-17;180527
2019-01-03_09-18;169645
2019-01-03_09-19;165773
2019-01-03_09-20;169468
2019-01-03_09-21;164108
2019-01-03_09-22;165069
2019-01-03_09-23;167616
2019-01-03_09-24;164662
2019-01-03_09-25;165959
2019-01-03_09-26;167537
2019-01-03_09-27;165986
2019-01-03_09-28;168211
2019-01-03_09-29;167050
2019-01-03_09-30;159771
2019-01-03_09-31;169792
2019-01-03_09-32;171680
2019-01-03_09-33;163807
2019-01-03_09-34;171556
2019-01-03_09-35;169135
2019-01-03_09-36;168094
2019-01-03_09-37;166450
2019-01-03_09-38;170137
2019-01-03_09-39;167412
2019-01-03_09-40;172749
2019-01-03_09-41;175328
2019-01-03_09-42;163365
2019-01-03_09-43;176276
2019-01-03_09-44;172144
2019-01-03_09-45;169094
2019-01-03_09-46;171662
2019-01-03_09-47;173165
2019-01-03_09-48;173486
2019-01-03_09-49;170760
2019-01-03_09-50;172314
2019-01-03_09-51;176961
2019-01-03_09-52;166531
2019-01-03_09-53;181809
2019-01-03_09-54;168935
2019-01-03_09-55;172554
2019-01-03_09-56;174862
2019-01-03_09-57;173745
2019-01-03_09-58;167944
2019-01-03_09-59;171894
2019-01-03_10-00;172988
2019-01-03_10-01;168553
2019-01-03_10-02;171193
2019-01-03_10-03;174266
2019-01-03_10-04;173061
2019-01-03_10-05;170603
2019-01-03_10-06;172381
2019-01-03_10-07;172298
2019-01-03_10-08;171435
2019-01-03_10-09;176147
2019-01-03_10-10;170081
2019-01-03_10-11;173405
2019-01-03_10-12;175214
2019-01-03_10-13;170279
2019-01-03_10-14;175440
2019-01-03_10-15;173875
2019-01-03_10-16;178984
2019-01-03_10-17;172847
2019-01-03_10-18;175457
2019-01-03_10-19;176609
2019-01-03_10-20;173594
2019-01-03_10-21;176473
2019-01-03_10-22;175524
2019-01-03_10-23;176441
2019-01-03_10-24;173448
2019-01-03_10-25;178193
2019-01-03_10-26;175237
2019-01-03_10-27;179582
2019-01-03_10-28;172969
2019-01-03_10-29;174970
2019-01-03_10-30;179146
2019-01-03_10-31;176571
2019-01-03_10-32;174465
2019-01-03_10-33;183405
2019-01-03_10-34;175827
2019-01-03_10-35;178242
2019-01-03_10-36;177083
2019-01-03_10-37;182487
2019-01-03_10-38;174005
2019-01-03_10-39;176083
2019-01-03_10-40;182152
2019-01-03_10-41;174866
2019-01-03_10-42;177845
2019-01-03_10-43;181354
2019-01-03_10-44;183639
2019-01-03_10-45;176508
2019-01-03_10-46;176141
2019-01-03_10-47;185255
2019-01-03_10-48;178178
2019-01-03_10-49;184459
2019-01-03_10-50;179157
2019-01-03_10-51;182557
2019-01-03_10-52;187867
2019-01-03_10-53;189485
2019-01-03_10-54;192461
2019-01-03_10-55;193126
2019-01-03_10-56;191604
2019-01-03_10-57;191587
2019-01-03_10-58;193853
2019-01-03_10-59;189742
2019-01-03_11-00;194355
2019-01-03_11-01;190295
2019-01-03_11-02;196842
2019-01-03_11-03;192875
2019-01-03_11-04;189824
2019-01-03_11-05;194615
2019-01-03_11-06;201477
2019-01-03_11-07;192742
2019-01-03_11-08;196151
2019-01-03_11-09;192584
2019-01-03_11-10;197856
2019-01-03_11-11;191515
2019-01-03_11-12;199273
2019-01-03_11-13;191031
2019-01-03_11-14;188686
2019-01-03_11-15;198688
2019-01-03_11-16;195822
2019-01-03_11-17;187069
2019-01-03_11-18;195270
2019-01-03_11-19;195257
2019-01-03_11-20;186755
2019-01-03_11-21;195496
2019-01-03_11-22;194395
2019-01-03_11-23;189519
2019-01-03_11-24;190112
2019-01-03_11-25;195743
2019-01-03_11-26;190776
2019-01-03_11-27;189955
2019-01-03_11-28;185695
2019-01-03_11-29;194478
2019-01-03_11-30;188384
2019-01-03_11-31;189800
2019-01-03_11-32;190454
2019-01-03_11-33;184023
2019-01-03_11-34;188152
2019-01-03_11-35;193784
2019-01-03_11-36;185042
2019-01-03_11-37;193911
2019-01-03_11-38;188940
2019-01-03_11-39;190138
2019-01-03_11-40;185382
2019-01-03_11-41;188677
2019-01-03_11-42;188066
2019-01-03_11-43;187094
2019-01-03_11-44;183864
2019-01-03_11-45;190617
2019-01-03_11-46;188671
2019-01-03_11-47;190600
2019-01-03_11-48;192325
2019-01-03_11-49;187797
2019-01-03_11-50;189039
2019-01-03_11-51;189746
2019-01-03_11-52;187477
2019-01-03_11-53;187736
2019-01-03_11-54;195863
2019-01-03_11-55;186798
2019-01-03_11-56;189241
2019-01-03_11-57;197601
2019-01-03_11-58;194079
2019-01-03_11-59;184439
2019-01-03_12-00;193105
2019-01-03_12-01;188575
2019-01-03_12-02;184073
2019-01-03_12-03;191040
2019-01-03_12-04;184781
2019-01-03_12-05;190633
2019-01-03_12-06;189866
2019-01-03_12-07;183351
2019-01-03_12-08;188690
