id;value
2019-01-06_23-50;31962
2019-01-06_23-51;30564
2019-01-06_23-52;29739
2019-01-06_23-53;30537
2019-01-06_23-54;30201
2019-01-06_23-55;30271
2019-01-06_23-56;30739
2019-01-06_23-57;28221
2019-01-06_23-58;30733
2019-01-06_23-59;29653
2019-01-07_00-00;29392
2019-01-07_00-01;31183
2019-01-07_00-02;28608
2019-01-07_00-03;30015
2019-01-07_00-04;29511
2019-01-07_00-05;26901
2019-01-07_00-06;26822
2019-01-07_00-07;22641
2019-01-07_00-08;21508
2019-01-07_00-09;29938
2019-01-07_00-10;30460
2019-01-07_00-11;28461
2019-01-07_00-12;28491
2019-01-07_00-13;30590
2019-01-07_00-14;28935
2019-01-07_00-15;30279
2019-01-07_00-16;28444
2019-01-07_00-17;29870
2019-01-07_00-18;30566
2019-01-07_00-19;27648
2019-01-07_00-20;29044
2019-01-07_00-21;30308
2019-01-07_00-22;28396
2019-01-07_00-23;28418
2019-01-07_00-24;30502
2019-01-07_00-25;27589
2019-01-07_00-26;29482
2019-01-07_00-27;28603
2019-01-07_00-28;28362
2019-01-07_00-29;28989
2019-01-07_00-30;28047
2019-01-07_00-31;28256
2019-01-07_00-32;29572
2019-01-07_00-33;28144
2019-01-07_00-34;27599
2019-01-07_00-35;28828
2019-01-07_00-36;27338
2019-01-07_00-37;29003
2019-01-07_00-38;29305
2019-01-07_00-39;27769
2019-01-07_00-40;29865
2019-01-07_00-41;28487
2019-01-07_00-42;26422
2019-01-07_00-43;30394
2019-01-07_00-44;28194
2019-01-07_00-45;29052
2019-01-07_00-46;28228
2019-01-07_00-47;29561
2019-01-07_00-48;28229
2019-01-07_00-49;27142
2019-01-07_00-50;29752
2019-01-07_00-51;28396
2019-01-07_00-52;26814
2019-01-07_00-53;28873
2019-01-07_00-54;28185
2019-01-07_00-55;27658
2019-01-07_00-56;27715
2019-01-07_00-57;27838
2019-01-07_00-58;28576
2019-01-07_00-59;29999
2019-01-07_01-00;26419
2019-01-07_01-01;28315
2019-01-07_01-02;28017
2019-01-07_01-03;26211
2019-01-07_01-04;27462
2019-01-07_01-05;29288
2019-01-07_01-06;26115
2019-01-07_01-07;27240
2019-01-07_01-08;27194
2019-01-07_01-09;20575
2019-01-07_01-10;19850
2019-01-07_01-11;19628
2019-01-07_01-12;20295
2019-01-07_01-13;16684
2019-01-07_01-14;22193
2019-01-07_01-15;27628
2019-01-07_01-16;27392
2019-01-07_01-17;25814
2019-01-07_01-18;27393
2019-01-07_01-19;25762
2019-01-07_01-20;27096
2019-01-07_01-21;27317
2019-01-07_01-22;25745
2019-01-07_01-23;26442
2019-01-07_01-24;27120
2019-01-07_01-25;25651
2019-01-07_01-26;25988
2019-01-07_01-27;26908
2019-01-07_01-28;25838
2019-01-07_01-29;25477
2019-01-07_01-30;26973
2019-01-07_01-31;25452
2019-01-07_01-32;26598
2019-01-07_01-33;24920
2019-01-07_01-34;26822
2019-01-07_01-35;25965
2019-01-07_01-36;25871
2019-01-07_01-37;25352
2019-01-07_01-38;26921
2019-01-07_01-39;24795
2019-01-07_01-40;25807
2019-01-07_01-41;25788
2019-01-07_01-42;25798
2019-01-07_01-43;26075
2019-01-07_01-44;24573
2019-01-07_01-45;23031
2019-01-07_01-46;24991
2019-01-07_01-47;18404
2019-01-07_01-48;19116
2019-01-07_01-49;27141
2019-01-07_01-50;24823
2019-01-07_01-51;24737
2019-01-07_01-52;26314
2019-01-07_01-53;25203
2019-01-07_01-54;23701
2019-01-07_01-55;24585
2019-01-07_01-56;21494
2019-01-07_01-57;20719
2019-01-07_01-58;18724
2019-01-07_01-59;24231
2019-01-07_02-00;26081
2019-01-07_02-01;23864
2019-01-07_02-02;25185
2019-01-07_02-03;25051
2019-01-07_02-04;25141
2019-01-07_02-05;24612
2019-01-07_02-06;24726
2019-01-07_02-07;24395
2019-01-07_02-08;24943
2019-01-07_02-09;25208
2019-01-07_02-10;23573
2019-01-07_02-11;25866
2019-01-07_02-12;24697
2019-01-07_02-13;23561
2019-01-07_02-14;24928
2019-01-07_02-15;25872
2019-01-07_02-16;23602
2019-01-07_02-17;25137
2019-01-07_02-18;24648
2019-01-07_02-19;24721
2019-01-07_02-20;25503
2019-01-07_02-21;24755
2019-01-07_02-22;24242
2019-01-07_02-23;24672
2019-01-07_02-24;24378
2019-01-07_02-25;24398
2019-01-07_02-26;25548
2019-01-07_02-27;23779
2019-01-07_02-28;24374
2019-01-07_02-29;25517
2019-01-07_02-30;23812
2019-01-07_02-31;24339
2019-01-07_02-32;24067
2019-01-07_02-33;25137
2019-01-07_02-34;24198
2019-01-07_02-35;23334
2019-01-07_02-36;20659
2019-01-07_02-37;21460
2019-01-07_02-38;17363
2019-01-07_02-39;17940
2019-01-07_02-40;18467
2019-01-07_02-41;18324
2019-01-07_02-42;17855
2019-01-07_02-43;17228
2019-01-07_02-44;20578
2019-01-07_02-45;25250
2019-01-07_02-46;23141
2019-01-07_02-47;23946
2019-01-07_02-48;27135
2019-01-07_02-49;17280
2019-01-07_02-50;17497
2019-01-07_02-51;18533
2019-01-07_02-52;18404
2019-01-07_02-53;18511
2019-01-07_02-54;20093
2019-01-07_02-55;24453
2019-01-07_02-56;22890
2019-01-07_02-57;19025
2019-01-07_02-58;17793
2019-01-07_02-59;19363
2019-01-07_03-00;18781
2019-01-07_03-01;17803
2019-01-07_03-02;19365
2019-01-07_03-03;16417
2019-01-07_03-04;21421
2019-01-07_03-05;22506
2019-01-07_03-06;23725
2019-01-07_03-07;20702
2019-01-07_03-08;18201
2019-01-07_03-09;25946
2019-01-07_03-10;27181
2019-01-07_03-11;24448
2019-01-07_03-12;24640
2019-01-07_03-13;26883
2019-01-07_03-14;25901
2019-01-07_03-15;24191
2019-01-07_03-16;23390
2019-01-07_03-17;21408
2019-01-07_03-18;18852
2019-01-07_03-19;19966
2019-01-07_03-20;19225
2019-01-07_03-21;20164
2019-01-07_03-22;18977
2019-01-07_03-23;17970
2019-01-07_03-24;22237
2019-01-07_03-25;27230
2019-01-07_03-26;25906
2019-01-07_03-27;27981
2019-01-07_03-28;25892
2019-01-07_03-29;27221
2019-01-07_03-30;27683
2019-01-07_03-31;26741
2019-01-07_03-32;28611
2019-01-07_03-33;26973
2019-01-07_03-34;28421
2019-01-07_03-35;28655
2019-01-07_03-36;27325
2019-01-07_03-37;29166
2019-01-07_03-38;28578
2019-01-07_03-39;27995
2019-01-07_03-40;29262
2019-01-07_03-41;28985
2019-01-07_03-42;28208
2019-01-07_03-43;29859
2019-01-07_03-44;28377
2019-01-07_03-45;29415
2019-01-07_03-46;27297
2019-01-07_03-47;23589
2019-01-07_03-48;23736
2019-01-07_03-49;29796
2019-01-07_03-50;30226
2019-01-07_03-51;30695
2019-01-07_03-52;31123
2019-01-07_03-53;30231
2019-01-07_03-54;31971
2019-01-07_03-55;28171
2019-01-07_03-56;30989
2019-01-07_03-57;26252
2019-01-07_03-58;21904
2019-01-07_03-59;24192
2019-01-07_04-00;23224
2019-01-07_04-01;24736
2019-01-07_04-02;24570
2019-01-07_04-03;23412
2019-01-07_04-04;27914
2019-01-07_04-05;35178
2019-01-07_04-06;33064
2019-01-07_04-07;34390
2019-01-07_04-08;36937
2019-01-07_04-09;34487
2019-01-07_04-10;36475
2019-01-07_04-11;35725
2019-01-07_04-12;35762
2019-01-07_04-13;37471
2019-01-07_04-14;36323
2019-01-07_04-15;38852
2019-01-07_04-16;35625
2019-01-07_04-17;40241
2019-01-07_04-18;39183
2019-01-07_04-19;39604
2019-01-07_04-20;40143
2019-01-07_04-21;39712
2019-01-07_04-22;40488
2019-01-07_04-23;40948
2019-01-07_04-24;40612
2019-01-07_04-25;39231
2019-01-07_04-26;40104
2019-01-07_04-27;35436
2019-01-07_04-28;31554
2019-01-07_04-29;44931
2019-01-07_04-30;44922
2019-01-07_04-31;44183
2019-01-07_04-32;45709
2019-01-07_04-33;47082
2019-01-07_04-34;45835
2019-01-07_04-35;50550
2019-01-07_04-36;47151
2019-01-07_04-37;48973
2019-01-07_04-38;51550
2019-01-07_04-39;49547
2019-01-07_04-40;51831
2019-01-07_04-41;50789
2019-01-07_04-42;51693
2019-01-07_04-43;53835
2019-01-07_04-44;52845
2019-01-07_04-45;53832
2019-01-07_04-46;54072
2019-01-07_04-47;54931
2019-01-07_04-48;55177
2019-01-07_04-49;56799
2019-01-07_04-50;55354
2019-01-07_04-51;58434
2019-01-07_04-52;56973
2019-01-07_04-53;56565
2019-01-07_04-54;60141
2019-01-07_04-55;60521
2019-01-07_04-56;62367
2019-01-07_04-57;59382
2019-01-07_04-58;61004
2019-01-07_04-59;61957
2019-01-07_05-00;63231
2019-01-07_05-01;64309
2019-01-07_05-02;65534
2019-01-07_05-03;62732
2019-01-07_05-04;67606
2019-01-07_05-05;67202
2019-01-07_05-06;68392
2019-01-07_05-07;68720
2019-01-07_05-08;71984
2019-01-07_05-09;70575
2019-01-07_05-10;72060
2019-01-07_05-11;74561
2019-01-07_05-12;74546
2019-01-07_05-13;74816
2019-01-07_05-14;78754
2019-01-07_05-15;78307
2019-01-07_05-16;81924
2019-01-07_05-17;80189
2019-01-07_05-18;83751
2019-01-07_05-19;81742
2019-01-07_05-20;86623
2019-01-07_05-21;84498
2019-01-07_05-22;87092
2019-01-07_05-23;90639
2019-01-07_05-24;87860
2019-01-07_05-25;94278
2019-01-07_05-26;89165
2019-01-07_05-27;94816
2019-01-07_05-28;97329
2019-01-07_05-29;97741
2019-01-07_05-30;98513
2019-01-07_05-31;99812
2019-01-07_05-32;99418
2019-01-07_05-33;106521
2019-01-07_05-34;108036
2019-01-07_05-35;102851
2019-01-07_05-36;106495
2019-01-07_05-37;113181
2019-01-07_05-38;109163
2019-01-07_05-39;110580
2019-01-07_05-40;121592
2019-01-07_05-41;111745
2019-01-07_05-42;114075
2019-01-07_05-43;122145
2019-01-07_05-44;116203
2019-01-07_05-45;121435
2019-01-07_05-46;125652
2019-01-07_05-47;116833
2019-01-07_05-48;129095
2019-01-07_05-49;126219
2019-01-07_05-50;125096
2019-01-07_05-51;125894
2019-01-07_05-52;129749
2019-01-07_05-53;128968
2019-01-07_05-54;135321
2019-01-07_05-55;131301
2019-01-07_05-56;129137
2019-01-07_05-57;136272
2019-01-07_05-58;137912
2019-01-07_05-59;144803
2019-01-07_06-00;150557
2019-01-07_06-01;153691
2019-01-07_06-02;146456
2019-01-07_06-03;151611
2019-01-07_06-04;160996
2019-01-07_06-05;161822
2019-01-07_06-06;153203
2019-01-07_06-07;160435
2019-01-07_06-08;164517
2019-01-07_06-09;161810
2019-01-07_06-10;169031
2019-01-07_06-11;165945
2019-01-07_06-12;169972
2019-01-07_06-13;168464
2019-01-07_06-14;176354
2019-01-07_06-15;172637
2019-01-07_06-16;179905
2019-01-07_06-17;174230
2019-01-07_06-18;180902
2019-01-07_06-19;181458
2019-01-07_06-20;190080
2019-01-07_06-21;179538
2019-01-07_06-22;186134
2019-01-07_06-23;185863
2019-01-07_06-24;192509
2019-01-07_06-25;192812
2019-01-07_06-26;192292
2019-01-07_06-27;196055
2019-01-07_06-28;194367
2019-01-07_06-29;212358
2019-01-07_06-30;208794
2019-01-07_06-31;211926
2019-01-07_06-32;220586
2019-01-07_06-33;213935
2019-01-07_06-34;230745
2019-01-07_06-35;225785
2019-01-07_06-36;228347
2019-01-07_06-37;235928
2019-01-07_06-38;227042
2019-01-07_06-39;236958
2019-01-07_06-40;237614
2019-01-07_06-41;241606
2019-01-07_06-42;238095
2019-01-07_06-43;246350
2019-01-07_06-44;239722
2019-01-07_06-45;247305
2019-01-07_06-46;255684
2019-01-07_06-47;261357
2019-01-07_06-48;252794
2019-01-07_06-49;267335
2019-01-07_06-50;267437
2019-01-07_06-51;255221
2019-01-07_06-52;274652
2019-01-07_06-53;251869
2019-01-07_06-54;255551
2019-01-07_06-55;265481
2019-01-07_06-56;262607
2019-01-07_06-57;255118
2019-01-07_06-58;269950
2019-01-07_06-59;260867
2019-01-07_07-00;252462
2019-01-07_07-01;266114
2019-01-07_07-02;259423
2019-01-07_07-03;260174
2019-01-07_07-04;258076
2019-01-07_07-05;269464
2019-01-07_07-06;255826
2019-01-07_07-07;260576
2019-01-07_07-08;269765
2019-01-07_07-09;256670
2019-01-07_07-10;257203
2019-01-07_07-11;265301
2019-01-07_07-12;265780
2019-01-07_07-13;257297
2019-01-07_07-14;269886
2019-01-07_07-15;258828
2019-01-07_07-16;260998
2019-01-07_07-17;265151
2019-01-07_07-18;259781
2019-01-07_07-19;268665
2019-01-07_07-20;263225
2019-01-07_07-21;265144
2019-01-07_07-22;257510
2019-01-07_07-23;273286
2019-01-07_07-24;261533
2019-01-07_07-25;259272
2019-01-07_07-26;258041
2019-01-07_07-27;265483
2019-01-07_07-28;262046
2019-01-07_07-29;256509
2019-01-07_07-30;259991
2019-01-07_07-31;263434
2019-01-07_07-32;267389
2019-01-07_07-33;256576
2019-01-07_07-34;258727
2019-01-07_07-35;261813
2019-01-07_07-36;256271
2019-01-07_07-37;264409
2019-01-07_07-38;263464
2019-01-07_07-39;259831
2019-01-07_07-40;256498
2019-01-07_07-41;260112
2019-01-07_07-42;265395
2019-01-07_07-43;262186
2019-01-07_07-44;264231
2019-01-07_07-45;255114
2019-01-07_07-46;253689
2019-01-07_07-47;262765
2019-01-07_07-48;261916
2019-01-07_07-49;252306
2019-01-07_07-50;264973
2019-01-07_07-51;256766
2019-01-07_07-52;252226
2019-01-07_07-53;253737
2019-01-07_07-54;251178
2019-01-07_07-55;247681
2019-01-07_07-56;251970
2019-01-07_07-57;251226
2019-01-07_07-58;241849
2019-01-07_07-59;248070
2019-01-07_08-00;252341
2019-01-07_08-01;239872
2019-01-07_08-02;243693
2019-01-07_08-03;238867
2019-01-07_08-04;236866
2019-01-07_08-05;234140
2019-01-07_08-06;240419
2019-01-07_08-07;239246
2019-01-07_08-08;232229
2019-01-07_08-09;237403
2019-01-07_08-10;236804
2019-01-07_08-11;236988
2019-01-07_08-12;231627
2019-01-07_08-13;240424
2019-01-07_08-14;228165
2019-01-07_08-15;228041
2019-01-07_08-16;225698
2019-01-07_08-17;231153
2019-01-07_08-18;226790
2019-01-07_08-19;232184
2019-01-07_08-20;233106
2019-01-07_08-21;218262
2019-01-07_08-22;225238
2019-01-07_08-23;228470
2019-01-07_08-24;227138
2019-01-07_08-25;223148
2019-01-07_08-26;221635
2019-01-07_08-27;222815
2019-01-07_08-28;222920
2019-01-07_08-29;218664
2019-01-07_08-30;218320
2019-01-07_08-31;222432
2019-01-07_08-32;214860
2019-01-07_08-33;223720
2019-01-07_08-34;216431
2019-01-07_08-35;210958
2019-01-07_08-36;218517
2019-01-07_08-37;221576
2019-01-07_08-38;202307
2019-01-07_08-39;221007
2019-01-07_08-40;216194
2019-01-07_08-41;205000
2019-01-07_08-42;217741
2019-01-07_08-43;212443
2019-01-07_08-44;207091
2019-01-07_08-45;208879
2019-01-07_08-46;215256
2019-01-07_08-47;204776
2019-01-07_08-48;208086
2019-01-07_08-49;205318
2019-01-07_08-50;208586
2019-01-07_08-51;204432
2019-01-07_08-52;190118
2019-01-07_08-53;201146
2019-01-07_08-54;202342
2019-01-07_08-55;196428
2019-01-07_08-56;195138
2019-01-07_08-57;196775
2019-01-07_08-58;191013
2019-01-07_08-59;192765
2019-01-07_09-00;193942
2019-01-07_09-01;183480
2019-01-07_09-02;187620
2019-01-07_09-03;181001
2019-01-07_09-04;187178
2019-01-07_09-05;182038
2019-01-07_09-06;181602
2019-01-07_09-07;175311
2019-01-07_09-08;183273
2019-01-07_09-09;177193
2019-01-07_09-10;175806
2019-01-07_09-11;176620
2019-01-07_09-12;179889
2019-01-07_09-13;171998
2019-01-07_09-14;173645
2019-01-07_09-15;178298
2019-01-07_09-16;171230
2019-01-07_09-17;169402
2019-01-07_09-18;175226
2019-01-07_09-19;168515
2019-01-07_09-20;180735
2019-01-07_09-21;173336
2019-01-07_09-22;169151
2019-01-07_09-23;167198
2019-01-07_09-24;168291
2019-01-07_09-25;168035
2019-01-07_09-26;174002
2019-01-07_09-27;160553
2019-01-07_09-28;170194
2019-01-07_09-29;166256
2019-01-07_09-30;163549
2019-01-07_09-31;168183
2019-01-07_09-32;164140
2019-01-07_09-33;164921
2019-01-07_09-34;166453
2019-01-07_09-35;164497
2019-01-07_09-36;159741
2019-01-07_09-37;168072
2019-01-07_09-38;168410
2019-01-07_09-39;166644
2019-01-07_09-40;167828
2019-01-07_09-41;167304
2019-01-07_09-42;165532
2019-01-07_09-43;164738
2019-01-07_09-44;167680
2019-01-07_09-45;167417
2019-01-07_09-46;163600
2019-01-07_09-47;167116
2019-01-07_09-48;161913
2019-01-07_09-49;168107
2019-01-07_09-50;167545
2019-01-07_09-51;168504
2019-01-07_09-52;165346
2019-01-07_09-53;168264
2019-01-07_09-54;167829
2019-01-07_09-55;161908
2019-01-07_09-56;164011
2019-01-07_09-57;165695
2019-01-07_09-58;159536
2019-01-07_09-59;165426
2019-01-07_10-00;160916
2019-01-07_10-01;157240
2019-01-07_10-02;161571
2019-01-07_10-03;162948
2019-01-07_10-04;162695
2019-01-07_10-05;155479
2019-01-07_10-06;159674
2019-01-07_10-07;160692
2019-01-07_10-08;168567
2019-01-07_10-09;157756
2019-01-07_10-10;166292
2019-01-07_10-11;172643
2019-01-07_10-12;167012
2019-01-07_10-13;163474
2019-01-07_10-14;161796
2019-01-07_10-15;158204
2019-01-07_10-16;163598
2019-01-07_10-17;163493
2019-01-07_10-18;161115
2019-01-07_10-19;164196
2019-01-07_10-20;163251
2019-01-07_10-21;160343
2019-01-07_10-22;163412
2019-01-07_10-23;160591
2019-01-07_10-24;166959
2019-01-07_10-25;159798
2019-01-07_10-26;162364
2019-01-07_10-27;163581
2019-01-07_10-28;167812
2019-01-07_10-29;158238
2019-01-07_10-30;164614
2019-01-07_10-31;164158
2019-01-07_10-32;161892
2019-01-07_10-33;166352
2019-01-07_10-34;162388
2019-01-07_10-35;167709
2019-01-07_10-36;161385
2019-01-07_10-37;164810
2019-01-07_10-38;165474
2019-01-07_10-39;165612
2019-01-07_10-40;165276
2019-01-07_10-41;166125
2019-01-07_10-42;166611
2019-01-07_10-43;168399
2019-01-07_10-44;166779
2019-01-07_10-45;162886
2019-01-07_10-46;168301
2019-01-07_10-47;169916
2019-01-07_10-48;162152
2019-01-07_10-49;168080
2019-01-07_10-50;168584
2019-01-07_10-51;167517
2019-01-07_10-52;172884
2019-01-07_10-53;168763
2019-01-07_10-54;162291
2019-01-07_10-55;167723
2019-01-07_10-56;169014
2019-01-07_10-57;169773
2019-01-07_10-58;161185
2019-01-07_10-59;172799
2019-01-07_11-00;168404
2019-01-07_11-01;171207
2019-01-07_11-02;166540
2019-01-07_11-03;167797
2019-01-07_11-04;174086
2019-01-07_11-05;170288
2019-01-07_11-06;183355
2019-01-07_11-07;164165
2019-01-07_11-08;180301
2019-01-07_11-09;177279
2019-01-07_11-10;172613
2019-01-07_11-11;172088
2019-01-07_11-12;179353
2019-01-07_11-13;171970
2019-01-07_11-14;174165
2019-01-07_11-15;165931
2019-01-07_11-16;176039
2019-01-07_11-17;163355
2019-01-07_11-18;176468
2019-01-07_11-19;169357
2019-01-07_11-20;169563
2019-01-07_11-21;169118
2019-01-07_11-22;170465
2019-01-07_11-23;170871
2019-01-07_11-24;163642
2019-01-07_11-25;166260
2019-01-07_11-26;170594
2019-01-07_11-27;168999
2019-01-07_11-28;166438
2019-01-07_11-29;168840
2019-01-07_11-30;169114
2019-01-07_11-31;163006
2019-01-07_11-32;167913
2019-01-07_11-33;167808
2019-01-07_11-34;163318
2019-01-07_11-35;170823
2019-01-07_11-36;170545
2019-01-07_11-37;167530
2019-01-07_11-38;165359
2019-01-07_11-39;173917
2019-01-07_11-40;165169
2019-01-07_11-41;171672
2019-01-07_11-42;166559
2019-01-07_11-43;174091
2019-01-07_11-44;161149
2019-01-07_11-45;168094
2019-01-07_11-46;171004
2019-01-07_11-47;171262
2019-01-07_11-48;169304
2019-01-07_11-49;169881
2019-01-07_11-50;169298
2019-01-07_11-51;170870
2019-01-07_11-52;171948
2019-01-07_11-53;171387
2019-01-07_11-54;166474
2019-01-07_11-55;171060
2019-01-07_11-56;170364
2019-01-07_11-57;163213
2019-01-07_11-58;170474
2019-01-07_11-59;170409
2019-01-07_12-00;167416
2019-01-07_12-01;166618
2019-01-07_12-02;169523
2019-01-07_12-03;169105
2019-01-07_12-04;169138
2019-01-07_12-05;178094
2019-01-07_12-06;171254
2019-01-07_12-07;165012
2019-01-07_12-08;178381
2019-01-07_12-09;181594
2019-01-07_12-10;174966
2019-01-07_12-11;170498
2019-01-07_12-12;166305
2019-01-07_12-13;175695
2019-01-07_12-14;163951
2019-01-07_12-15;169063
2019-01-07_12-16;174333
2019-01-07_12-17;174394
2019-01-07_12-18;171117
2019-01-07_12-19;173003
2019-01-07_12-20;170070
2019-01-07_12-21;169174
2019-01-07_12-22;179526
2019-01-07_12-23;170961
2019-01-07_12-24;165338
2019-01-07_12-25;170315
2019-01-07_12-26;174978
2019-01-07_12-27;169134
2019-01-07_12-28;170015
2019-01-07_12-29;179206
2019-01-07_12-30;169565
2019-01-07_12-31;169137
2019-01-07_12-32;177324
2019-01-07_12-33;163266
2019-01-07_12-34;176268
2019-01-07_12-35;174230
2019-01-07_12-36;174191
2019-01-07_12-37;173012
2019-01-07_12-38;174733
2019-01-07_12-39;176419
2019-01-07_12-40;173908
2019-01-07_12-41;180302
2019-01-07_12-42;172202
2019-01-07_12-43;179097
2019-01-07_12-44;162913
2019-01-07_12-45;177587
2019-01-07_12-46;172564
2019-01-07_12-47;181741
2019-01-07_12-48;180263
2019-01-07_12-49;174994
2019-01-07_12-50;178074
2019-01-07_12-51;180321
2019-01-07_12-52;179372
2019-01-07_12-53;172408
2019-01-07_12-54;156989
2019-01-07_12-55;184140
2019-01-07_12-56;171345
2019-01-07_12-57;174866
2019-01-07_12-58;172737
2019-01-07_12-59;171343
2019-01-07_13-00;171472
2019-01-07_13-01;175119
2019-01-07_13-02;171239
2019-01-07_13-03;173974
2019-01-07_13-04;173093
2019-01-07_13-05;172397
2019-01-07_13-06;174355
2019-01-07_13-07;178344
2019-01-07_13-08;164676
2019-01-07_13-09;182351
2019-01-07_13-10;171107
2019-01-07_13-11;170914
2019-01-07_13-12;177698
2019-01-07_13-13;173838
2019-01-07_13-14;151824
2019-01-07_13-15;175699
2019-01-07_13-16;173453
2019-01-07_13-17;172342
2019-01-07_13-18;174938
2019-01-07_13-19;173780
2019-01-07_13-20;170944
2019-01-07_13-21;172975
2019-01-07_13-22;177372
2019-01-07_13-23;171265
2019-01-07_13-24;171274
2019-01-07_13-25;174537
2019-01-07_13-26;172988
2019-01-07_13-27;174427
2019-01-07_13-28;170325
2019-01-07_13-29;174271
2019-01-07_13-30;171150
2019-01-07_13-31;171991
2019-01-07_13-32;175237
2019-01-07_13-33;171290
2019-01-07_13-34;156718
2019-01-07_13-35;168963
2019-01-07_13-36;179269
2019-01-07_13-37;174249
2019-01-07_13-38;170705
2019-01-07_13-39;174974
2019-01-07_13-40;187465
2019-01-07_13-41;168442
2019-01-07_13-42;176325
2019-01-07_13-43;178187
2019-01-07_13-44;171022
2019-01-07_13-45;179063
2019-01-07_13-46;180654
2019-01-07_13-47;181300
2019-01-07_13-48;175451
2019-01-07_13-49;182193
2019-01-07_13-50;176970
2019-01-07_13-51;176959
2019-01-07_13-52;182571
2019-01-07_13-53;182786
2019-01-07_13-54;178057
2019-01-07_13-55;172846
2019-01-07_13-56;179243
2019-01-07_13-57;175428
2019-01-07_13-58;177711
2019-01-07_13-59;177683
2019-01-07_14-00;178135
2019-01-07_14-01;177164
2019-01-07_14-02;175550
2019-01-07_14-03;177961
2019-01-07_14-04;168524
2019-01-07_14-05;179058
2019-01-07_14-06;181026
2019-01-07_14-07;182246
2019-01-07_14-08;175683
2019-01-07_14-09;182835
2019-01-07_14-10;179790
2019-01-07_14-11;184244
2019-01-07_14-12;182203
2019-01-07_14-13;185629
2019-01-07_14-14;171674
2019-01-07_14-15;182274
2019-01-07_14-16;183871
2019-01-07_14-17;186942
2019-01-07_14-18;186177
2019-01-07_14-19;185760
2019-01-07_14-20;187474
2019-01-07_14-21;193076
2019-01-07_14-22;182164
2019-01-07_14-23;188453
2019-01-07_14-24;172590
2019-01-07_14-25;182531
2019-01-07_14-26;191017
2019-01-07_14-27;185834
2019-01-07_14-28;189752
2019-01-07_14-29;184193
2019-01-07_14-30;187101
2019-01-07_14-31;192886
2019-01-07_14-32;184963
2019-01-07_14-33;190775
2019-01-07_14-34;199655
2019-01-07_14-35;188062
2019-01-07_14-36;188501
2019-01-07_14-37;196964
2019-01-07_14-38;188346
2019-01-07_14-39;190789
2019-01-07_14-40;204424
2019-01-07_14-41;198623
2019-01-07_14-42;187672
2019-01-07_14-43;202109
2019-01-07_14-44;196977
2019-01-07_14-45;195005
2019-01-07_14-46;201338
2019-01-07_14-47;199046
2019-01-07_14-48;201380
2019-01-07_14-49;202424
2019-01-07_14-50;200830
2019-01-07_14-51;201629
2019-01-07_14-52;201861
2019-01-07_14-53;198817
2019-01-07_14-54;197774
2019-01-07_14-55;208333
2019-01-07_14-56;203833
2019-01-07_14-57;202203
2019-01-07_14-58;199928
2019-01-07_14-59;217805
2019-01-07_15-00;198853
2019-01-07_15-01;205987
2019-01-07_15-02;215688
2019-01-07_15-03;202120
2019-01-07_15-04;215142
2019-01-07_15-05;207810
2019-01-07_15-06;210213
2019-01-07_15-07;218628
2019-01-07_15-08;211614
2019-01-07_15-09;226472
2019-01-07_15-10;218254
2019-01-07_15-11;211739
2019-01-07_15-12;224555
2019-01-07_15-13;213433
2019-01-07_15-14;216936
2019-01-07_15-15;219757
2019-01-07_15-16;212517
2019-01-07_15-17;220087
2019-01-07_15-18;214034
2019-01-07_15-19;222731
2019-01-07_15-20;218385
2019-01-07_15-21;221302
2019-01-07_15-22;229958
2019-01-07_15-23;216821
2019-01-07_15-24;223515
2019-01-07_15-25;219107
2019-01-07_15-26;222778
2019-01-07_15-27;228506
2019-01-07_15-28;216005
2019-01-07_15-29;224925
2019-01-07_15-30;218251
2019-01-07_15-31;219808
2019-01-07_15-32;222389
2019-01-07_15-33;223792
2019-01-07_15-34;218203
2019-01-07_15-35;232169
2019-01-07_15-36;220880
2019-01-07_15-37;229688
2019-01-07_15-38;221427
2019-01-07_15-39;230279
2019-01-07_15-40;218609
2019-01-07_15-41;228172
2019-01-07_15-42;232321
2019-01-07_15-43;226582
2019-01-07_15-44;223574
2019-01-07_15-45;224601
2019-01-07_15-46;229216
2019-01-07_15-47;217967
2019-01-07_15-48;238193
2019-01-07_15-49;230628
2019-01-07_15-50;223503
2019-01-07_15-51;225242
2019-01-07_15-52;235088
2019-01-07_15-53;229868
2019-01-07_15-54;220431
2019-01-07_15-55;229520
2019-01-07_15-56;228415
2019-01-07_15-57;229660
2019-01-07_15-58;225924
2019-01-07_15-59;229092
2019-01-07_16-00;227006
2019-01-07_16-01;236199
2019-01-07_16-02;227209
2019-01-07_16-03;238292
2019-01-07_16-04;229788
2019-01-07_16-05;240601
2019-01-07_16-06;236668
2019-01-07_16-07;239951
2019-01-07_16-08;238089
2019-01-07_16-09;244749
2019-01-07_16-10;238927
2019-01-07_16-11;238624
2019-01-07_16-12;236232
2019-01-07_16-13;250328
2019-01-07_16-14;239710
2019-01-07_16-15;244230
2019-01-07_16-16;250986
2019-01-07_16-17;236592
2019-01-07_16-18;242813
2019-01-07_16-19;249791
2019-01-07_16-20;238126
2019-01-07_16-21;248877
2019-01-07_16-22;245812
2019-01-07_16-23;242705
2019-01-07_16-24;245803
2019-01-07_16-25;247319
2019-01-07_16-26;245517
2019-01-07_16-27;242012
2019-01-07_16-28;246037
